Chemist Group,Mean_SR,Key,25th_Percentile_SR,75th_Percentile_SR
1,0.41,1,,
2,0.84,1,,
3,0.5,1,,
1,0.38888888888888884,3,0.29266384402395124,0.48511393375382644
2,0.75,3,0.5295207240779508,0.9704792759220492
3,0.4166666666666667,3,0.2723290993692602,0.5610042339640732
1,0.5208333333333334,4,0.25403649010696466,0.787630176559702
2,0.9166666666666666,4,0.9166666666666666,0.9166666666666666
3,0.8333333333333334,4,0.7154822031355754,0.9511844635310913
1,0.4833333333333333,5,0.34640269395704176,0.6202639727096249
2,0.8,5,0.6605566622443209,0.9394433377556792
3,0.65,5,0.5587129070824723,0.7412870929175277
1,0.4166666666666667,6,0.28756722179308614,0.5457661115402472
2,0.8194444444444445,6,0.6859376128811343,0.9529512760077548
3,0.7638888888888888,6,0.6664684560180545,0.8613093217597232
1,0.41666666666666663,7,0.2645215118041205,0.5688118215292128
2,0.9166666666666666,7,0.8685541442341979,0.9647791890991354
3,0.7261904761904763,7,0.6217266144358082,0.8306543379451443
1,0.53125,8,0.33740881561983593,0.7250911843801641
2,0.8854166666666666,8,0.7680928372355534,1.00274049609778
3,0.71875,8,0.5524557732773929,0.8850442267226071
1,0.5092592592592592,9,0.412037037037037,0.6064814814814814
2,0.8518518518518517,9,0.7607763167921018,0.9429273869116017
3,0.8148148148148148,9,0.6986120333517487,0.9310175962778808
1,0.5083333333333333,10,0.35900355493649316,0.6576631117301734
2,0.9333333333333333,10,0.8806287056638603,0.9860379610028064
3,0.7916666666666666,10,0.6934573915018684,0.8898759418314649
1,0.6666666666666666,11,0.5548632677916772,0.7784700655416561
2,0.8636363636363636,11,0.7962163773900395,0.9310563498826878
3,0.7878787878787878,11,0.6116385936533897,0.964118982104186
1,0.625,12,0.49444175803322665,0.7555582419667733
2,0.9305555555555555,12,0.8824430331230867,0.9786680779880242
3,0.7777777777777778,12,0.6635537083040541,0.8920018472515014
1,0.5833333333333333,13,0.4065566380366964,0.7601100286299701
2,0.8910256410256411,13,0.8197881065035486,0.9622631755477336
3,0.8589743589743589,13,0.7730115697013186,0.9449371482473993
1,0.5833333333333333,14,0.43715699678216174,0.7295096698845047
2,0.9345238095238095,14,0.8677084990457035,1.0013391200019157
3,0.8035714285714286,14,0.7076773961936761,0.8994654609491811
1,0.5111111111111112,15,0.3572369785311071,0.6649852436911152
2,0.9,15,0.8532823407848844,0.9467176592151156
3,0.8222222222222223,15,0.7092419130327434,0.9352025314117012
1,0.671875,16,0.5833231215039163,0.7604268784960837
2,0.9114583333333334,16,0.8547855395469357,0.968131127119731
3,0.8333333333333334,16,0.7528256847433921,0.9138409819232747
1,0.6323529411764706,17,0.5258833008383653,0.7388225815145758
2,0.9166666666666667,17,0.8656356303586838,0.9676977029746496
3,0.8235294117647058,17,0.7584283088956204,0.8886305146337913
1,0.5833333333333334,18,0.4690009432383275,0.6976657234283392
2,0.9305555555555556,18,0.8985986810202484,0.9625124300908627
3,0.8240740740740741,18,0.7031811243152903,0.9449670238328578
1,0.6359649122807017,19,0.5174265976571667,0.7545032269042368
2,0.9342105263157895,19,0.8896019113965136,0.9788191412350654
3,0.8596491228070174,19,0.7483554131978464,0.9709428324161885
1,0.5791666666666667,20,0.42748264992240814,0.7308506834109253
2,0.9291666666666666,20,0.8986377042889563,0.9596956290443769
3,0.8625,20,0.7639913842934485,0.9610086157065516
1,0.6428571428571429,21,0.5403102120601999,0.7454040736540859
2,0.9365079365079364,21,0.8915947339145367,0.9814211391013361
3,0.8571428571428571,21,0.7545959263459141,0.9596897879398001
1,0.6590909090909091,22,0.5631787920298506,0.7550030261519676
2,0.9318181818181818,22,0.890061424956247,0.9735749386801166
3,0.8371212121212122,22,0.7047904758524837,0.9694519483899406
1,0.6485507246376812,23,0.5205402054717634,0.7765612438035989
2,0.9275362318840579,23,0.8988403800861337,0.9562320836819821
3,0.8224637681159421,23,0.7092453888422663,0.935682147389618
1,0.6284722222222222,24,0.5302415995351275,0.7267028449093169
2,0.9270833333333334,24,0.8989306698044927,0.9552359968621741
3,0.8819444444444445,24,0.7902722882627466,0.9736166006261424
1,0.6366666666666666,25,0.5294070301316232,0.74392630320171
2,0.9166666666666665,25,0.8926104054504321,0.9407229278829009
3,0.87,25,0.7735346924767481,0.9664653075232519
1,0.6794871794871795,26,0.5722690537074099,0.7867053052669492
2,0.9166666666666666,26,0.893096440627115,0.9402368927062182
3,0.9102564102564104,26,0.8360080398175885,0.9845047806952322
1,0.6419753086419753,27,0.5245446261997189,0.7594059910842317
2,0.9197530864197531,27,0.9037155789422634,0.9357905938972427
3,0.9197530864197531,27,0.8524425677796861,0.98706360505982
1,0.6547619047619048,28,0.5677614621565855,0.741762347367224
2,0.9166666666666666,28,0.9166666666666666,0.9166666666666666
3,0.869047619047619,28,0.7890895171444051,0.9490057209508328
1,0.675287356321839,29,0.5609725680112643,0.7896021446324137
2,0.9224137931034483,29,0.9009237335386513,0.9439038526682453
3,0.8994252873563218,29,0.8179601864170519,0.9808903882955916
1,0.6555555555555556,30,0.5660343372255423,0.7450767738855688
2,0.9166666666666666,30,0.9166666666666666,0.9166666666666666
3,0.9,30,0.8198899224749296,0.9801100775250704
1,0.6505376344086022,31,0.5378693347025097,0.7632059341146947
2,0.9220430107526881,31,0.9012320909097958,0.9428539305955804
3,0.8682795698924731,31,0.7855758552204611,0.9509832845644851
1,0.6666666666666666,32,0.5720063609588225,0.7613269723745107
2,0.9166666666666666,32,0.9166666666666666,0.9166666666666666
3,0.8958333333333334,32,0.8166348394480848,0.975031827218582
1,0.6565656565656566,33,0.566336454404943,0.7467948587263702
2,0.9166666666666666,33,0.9166666666666666,0.9166666666666666
3,0.9267676767676767,33,0.8523557002054843,1.001179653329869
1,0.6666666666666667,34,0.589905635588027,0.7434276977453065
2,0.9166666666666666,34,0.9166666666666666,0.9166666666666666
3,0.8651960784313726,34,0.7911854723278883,0.9392066845348569
1,0.7047619047619048,35,0.611389063983882,0.7981347455399276
2,0.9166666666666665,35,0.9166666666666665,0.9166666666666665
3,0.8904761904761905,35,0.8052730773002942,0.9756793036520869
1,0.6736111111111112,36,0.5815125614094853,0.7657096608127371
2,0.9166666666666666,36,0.9166666666666666,0.9166666666666666
3,0.886574074074074,36,0.7993943250381005,0.9737538231100474
1,0.6756756756756757,37,0.5928443549427487,0.7585069964086026
2,0.9166666666666666,37,0.9166666666666666,0.9166666666666666
3,0.918918918918919,37,0.8651759661563632,0.9726618716814748
1,0.6995614035087719,38,0.6139189066462458,0.7852039003712981
2,0.9166666666666666,38,0.9166666666666666,0.9166666666666666
3,0.9057017543859649,38,0.8470281885818801,0.9643753201900497
1,0.6794871794871795,39,0.5828733449786396,0.7761010139957194
2,0.9166666666666666,39,0.9166666666666666,0.9166666666666666
3,0.8846153846153846,39,0.8167118781533943,0.9525188910773749
1,0.68125,40,0.5909681131770105,0.7715318868229896
2,0.9166666666666666,40,0.9166666666666666,0.9166666666666666
3,0.9145833333333334,40,0.8629452794971497,0.9662213871695171
1,0.6808943089430894,41,0.6065862998404217,0.7552023180457572
2,0.9166666666666666,41,0.9166666666666666,0.9166666666666666
3,0.8780487804878049,41,0.8106116673553295,0.9454858936202802
1,0.6726190476190477,42,0.6078261287284294,0.7374119665096659
2,0.9166666666666666,42,0.9166666666666666,0.9166666666666666
3,0.9226190476190477,42,0.8692982375330153,0.9759398577050801
1,0.6957364341085271,43,0.6068654272324253,0.784607440984629
2,0.9166666666666666,43,0.9166666666666666,0.9166666666666666
3,0.9050387596899224,43,0.8517681016108108,0.958309417769034
1,0.7064393939393939,44,0.6231280860678787,0.7897507018109091
2,0.9166666666666666,44,0.9166666666666666,0.9166666666666666
3,0.9299242424242423,44,0.8861106330064625,0.9737378518420221
1,0.7018518518518518,45,0.6254572239682598,0.7782464797354439
2,0.9166666666666666,45,0.9166666666666666,0.9166666666666666
3,0.9166666666666666,45,0.8696603270985195,0.9636730062348138
1,0.6721014492753623,46,0.5927480167276005,0.7514548818231241
2,0.9166666666666666,46,0.9166666666666666,0.9166666666666666
3,0.9202898550724639,46,0.8677126873904747,0.972867022754453
1,0.6968085106382979,47,0.6263855049316558,0.7672315163449399
2,0.9166666666666666,47,0.9166666666666666,0.9166666666666666
3,0.9113475177304965,47,0.8673742080035488,0.9553208274574442
1,0.6875,48,0.6135614912695282,0.7614385087304718
2,0.9166666666666666,48,0.9166666666666666,0.9166666666666666
3,0.9184027777777777,48,0.8819787606619701,0.9548267948935852
1,0.6887755102040817,49,0.6191046774021791,0.7584463430059842
2,0.9166666666666666,49,0.9166666666666666,0.9166666666666666
3,0.9081632653061225,49,0.8623776273727323,0.9539489032395126
1,0.6733333333333333,50,0.6107002550573052,0.7359664116093615
2,0.9166666666666666,50,0.9166666666666666,0.9166666666666666
3,0.9216666666666667,50,0.8700214000869433,0.9733119332463902
1,0.6944444444444444,51,0.6514112961532509,0.737477592735638
