Slide_ID;CHEMISTRY;Endpoint;ReferenceID;Correct_Answer;DOI;ID_Paper;Author;scaffold_smiles;ID_Reponse;ID_in_article;subst_smiles;total_smiles;Cpd_Level;measurement;mod;value;unit
54;Chemistry 71;hERG;31;C;https://pubs.acs.org/doi/10.1021/jm200279v;31;CM;[*]N1CCC(CCN2C3CCC2CC(C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6;A;70;[*]C(=O)c1cccc(c1)S(=O)(=O)N;Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(N)(=O)=O)c2)CC1;medium;pIC50 patch clamp;;4.2;
54;Chemistry 70;hERG;31;C;https://pubs.acs.org/doi/10.1021/jm200279v;31;CM;[*]N1CCC(CCN2C3CCC2CC(C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6;B;68;[*]C(=O)c1cccc(c1)C(=O)OC;COC(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1;bad;pIC50 patch clamp;;6.1;
54;Chemistry 69;hERG;31;C;https://pubs.acs.org/doi/10.1021/jm200279v;31;CM;[*]N1CCC(CCN2C3CCC2CC(C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6;C;62;[*]C(=O)c1ccc2c(CC(=O)NS2(=O)=O)c1;Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccc3c(c2)CC(=O)NS3(=O)=O)CC1;Good;pIC50 patch clamp;<;4.0;
71;Chemistry 72;Permeability;31;A;https://pubs.acs.org/doi/10.1021/jm200279v;31;CM;[*]N1CCC(CCN2C3CCC2CC(C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6;A;74;[*]C(=O)c1cccc(c1)S(=O)(=O)N(C)C;Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(=O)(=O)N(C)C)c2)CC1;Good;Papp;;77.7;nm/sec
71;Chemistry 73;Permeability;31;A;https://pubs.acs.org/doi/10.1021/jm200279v;31;CM;[*]N1CCC(CCN2C3CCC2CC(C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6;B;73;[*]C(=O)c1cccc(c1)S(=O)(=O)NC;CNS(=O)(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1;bad;Papp;;4.6;nm/sec
71;Chemistry 74;Permeability;31;A;https://pubs.acs.org/doi/10.1021/jm200279v;31;CM;[*]N1CCC(CCN2C3CCC2CC(C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6;C;70;[*]C(=O)c1cccc(c1)S(=O)(=O)N;Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(N)(=O)=O)c2)CC1;bad;Papp;;1;nm/sec
70;Chemistry 75;Permeability;30;A;https://doi.org/10.1021/acs.jmedchem.3c00155;30;CM;CN1C(=O)C2=C(NC(C3CC3)C(F)(F)CO2)C2=CC(NC3=C(Cl)C=NC(-*)=N3)=CC=C12;A;10;[*]N1CC(C1)OC;CN=CC(Cl)=C(Nc1ccc2c(c1)c1c(c(=O)n2C)OCC(F)(F)C(C2CC2)N1)NN1CC(OC)C1;Good;Caco2 Perm.;;15;10-6cm/sec
70;Chemistry 76;Permeability;30;A;https://doi.org/10.1021/acs.jmedchem.3c00155;30;CM;CN1C(=O)C2=C(NC(C3CC3)C(F)(F)CO2)C2=CC(NC3=C(Cl)C=NC(-*)=N3)=CC=C12;B;CCT3;[*]N1C[C@H](C)C[C@H](O)C1;CN=CC(Cl)=C(Nc1ccc2c(c1)c1c(c(=O)n2C)OCC(F)(F)C(C2CC2)N1)NN1C[C@H](C)C[C@H](O)C1;bad;Caco2 Perm.;<;3;10-6cm/sec
70;Chemistry 77;Permeability;30;A;https://doi.org/10.1021/acs.jmedchem.3c00155;30;CM;CN1C(=O)C2=C(NC(C3CC3)C(F)(F)CO2)C2=CC(NC3=C(Cl)C=NC(-*)=N3)=CC=C12;C;3;[*]N1CCOCC1;CN=CC(Cl)=C(Nc1ccc2c(c1)c1c(c(=O)n2C)OCC(F)(F)C(C2CC2)N1)NN1CCOCC1;medium;Caco2 Perm.;;3.3;10-6cm/sec
62;Chemistry 79;Solubility;29;B;https://doi.org/10.1021/acs.jmedchem.8b01333;29;CM;FC1=C(C=C(C=C1)C1=NC2=C(N1)C=C(N-*)N=C2)C(F)(F)F;A;9;*-NC1=NC=C(C=C1)N1CCN(CC1)C1CC1;Fc1ccc(-c2nc3cnc(NNc4ccc(N5CCN(C6CC6)CC5)cn4)cc3[nH]2)cc1C(F)(F)F;bad;Sol. pH 6.5;;5;uM
62;Chemistry 78;Solubility;29;B;https://doi.org/10.1021/acs.jmedchem.8b01333;29;CM;FC1=C(C=C(C=C1)C1=NC2=C(N1)C=C(N-*)N=C2)C(F)(F)F;B;7;*-NC1=NC=CC(=C1)N1CCNCC1;Fc1ccc(-c2nc3cnc(NNc4cc(N5CCNCC5)ccn4)cc3[nH]2)cc1C(F)(F)F;Good;Sol. pH 6.5;;95;uM
62;Chemistry 80;Solubility;29;B;https://doi.org/10.1021/acs.jmedchem.8b01333;29;CM;FC1=C(C=C(C=C1)C1=NC2=C(N1)C=C(N-*)N=C2)C(F)(F)F;C;11;C[C@H]1CN(C[C@@H](C)O1)C1=CN=C(N-*)C=C1;C[C@@H]1CN(c2ccc(NNc3cc4[nH]c(-c5ccc(F)c(C(F)(F)F)c5)nc4cn3)nc2)C[C@H](C)O1;bad;Sol. pH 6.5;<;5;uM
66;Chemistry 83;Solubility;29;C;https://doi.org/10.1021/acs.jmedchem.8b01333;29;CM;FC(F)(F)C1=CC=CC(=C1)C1=NC2=C(N1)C=C(N-*)N=C2;A;13;CN1CCN(CC1)C1=CN=C(N-*)C=C1;CN1CCN(c2ccc(NNc3cc4[nH]c(-c5cccc(C(F)(F)F)c5)nc4cn3)nc2)CC1;medium;Sol. pH 6.5;;66;uM
66;Chemistry 82;Solubility;29;C;https://doi.org/10.1021/acs.jmedchem.8b01333;29;CM;FC(F)(F)C1=CC=CC(=C1)C1=NC2=C(N1)C=C(N-*)N=C2;B;17;*-NC1=NC=C(C=C1)N1CCOCC1;FC(F)(F)c1cccc(-c2nc3cnc(NNc4ccc(N5CCOCC5)cn4)cc3[nH]2)c1;bad;Sol. pH 6.5;<;5;uM
66;Chemistry 81;Solubility;29;C;https://doi.org/10.1021/acs.jmedchem.8b01333;29;CM;FC(F)(F)C1=CC=CC(=C1)C1=NC2=C(N1)C=C(N-*)N=C2;C;15;*-NC1=NC=C(C=C1)N1CCN(CC2CC2)CC1;FC(F)(F)c1cccc(-c2nc3cnc(NNc4ccc(N5CCN(CC6CC6)CC5)cn4)cc3[nH]2)c1;Good;Sol. pH 6.5;;130;uM
21;Chemistry 84;LogP;28;A;https://doi.org/10.1021/acs.jmedchem.1c00820;28;KA;[*]NC(=O)CN1N=Nc2ccccc2C1=O;A;29;[*][C@@H](C)c1ccc(C)nc1;Cc1ccc([C@H](C)NC(=O)Cn2nnc3ccccc3c2=O)cn1;Good;cLogP;;2;
21;Chemistry 85;LogP;28;A;https://doi.org/10.1021/acs.jmedchem.1c00820;28;KA;[*]NC(=O)CN1N=Nc2ccccc2C1=O;B;26;[*][C@@H](C)c1ccc(F)cc1;C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(F)cc1;medium;cLogP;;3.2;
21;Chemistry 86;LogP;28;A;https://doi.org/10.1021/acs.jmedchem.1c00820;28;KA;[*]NC(=O)CN1N=Nc2ccccc2C1=O;C;30;[*][C@@H](C)c1ccc(C)cc1C;Cc1ccc([C@H](C)NC(=O)Cn2nnc3ccccc3c2=O)c(C)c1;medium/low;cLogP;;4.1;
57;Chemistry 87;LogP;28;A;https://doi.org/10.1021/acs.jmedchem.1c00820;28;KA;[*]N1N=Nc2ccccc2C1=O;A;42;[*]CC(=O)N[C@@H](C)c1nccs1;C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1nccs1;Good;cLogP;;1;
57;Chemistry 88;LogP;28;A;https://doi.org/10.1021/acs.jmedchem.1c00820;28;KA;[*]N1N=Nc2ccccc2C1=O;B;21;[*]CC(=O)N[C@@H](C)c1ccc(C)cc1;Cc1ccc([C@H](C)NC(=O)Cn2nnc3ccccc3c2=O)cc1;medium;cLogP;;3.6;
57;Chemistry 89;LogP;28;A;https://doi.org/10.1021/acs.jmedchem.1c00820;28;KA;[*]N1N=Nc2ccccc2C1=O;C;45;[*]CC(=O)O[C@@H](C)c1ccc(C)cc1;Cc1ccc([C@H](C)OC(=O)Cn2nnc3ccccc3c2=O)cc1;medium/high;cLogP;;4.3;
44;Chemistry 90;Solubility;25;A;S-Protected Cysteine Sulfoxide-Enabled Tryptophan-Selective Modification with Application to Peptide Lipidation | ACS Medicinal Chemistry Letters;25;KA;[*]Nc1nc(N)nc(COc2cc(C)cc(c2)N3CCCC3=O)n1;A;94;[*]CC(N1CCCC1)c2cccc(Cl)c2;Cc1cc(OCc2nc(N)nc(NCC(c3cccc(Cl)c3)N3CCCC3)n2)cc(N2CCCC2=O)c1;Good;PBS solub;;294;uM
44;Chemistry 91;Solubility;25;A;S-Protected Cysteine Sulfoxide-Enabled Tryptophan-Selective Modification with Application to Peptide Lipidation | ACS Medicinal Chemistry Letters;25;KA;[*]Nc1nc(N)nc(COc2cc(C)cc(c2)N3CCCC3=O)n1;B;91;[*]CC(OC)c1cccc(Cl)c1;COC(CNc1nc(N)nc(COc2cc(C)cc(N3CCCC3=O)c2)n1)c1cccc(Cl)c1;low;PBS solub;;3.52;uM
44;Chemistry 92;Solubility;25;A;S-Protected Cysteine Sulfoxide-Enabled Tryptophan-Selective Modification with Application to Peptide Lipidation | ACS Medicinal Chemistry Letters;25;KA;[*]Nc1nc(N)nc(COc2cc(C)cc(c2)N3CCCC3=O)n1;C;92;[*]C(Cc1cccc(Cl)c1)C2CC2;Cc1cc(OCc2nc(N)nc(NC(Cc3cccc(Cl)c3)C3CC3)n2)cc(N2CCCC2=O)c1;low;PBS solub;;3.82;uM
2;Chemistry 93;LogP;19;A;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;A;43;[*]Nc1c2CCCc2nn1C3CCC3;Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4C4CCC4)CCC5)n3)cc2F)cn1;Good;cLogP;;3.94;
2;Chemistry 94;LogP;19;A;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;B;48;[*]Nc1c2CCCCCc2nn1CC;CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(F)c3)cs1)CCCCC2;medium/high;cLogP;;4.28;
2;Chemistry 95;LogP;19;A;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;C;47;[*]Nc1c2C(C)CC(C)(C)c2nn1CC;CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(F)c3)cs1)C(C)CC2(C)C;High;cLogP;;4.04;
38;Chemistry 97;LogP;19;B;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;A;37;[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F;Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1;medium;cLogP;;4.64;
38;Chemistry 96;LogP;19;B;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;B;34;[*]Nc1cc(nn1CC)C(F)(F)F;CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1;Good;cLogP;;4.01;
38;Chemistry 98;LogP;19;B;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;C;36;[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C;Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1;medium/high;cLogP;;5.38;
40;Chemistry 101;LogP;19;C;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;A;17;[*]Nc1c2CCCCc2nn1CCN3CCCCC3;Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4CCN4CCCCC4)CCCC5)n3)cc2F)cn1;medium;cLogP;;4.24;
40;Chemistry 100;LogP;19;C;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;B;18;[*]Nc1c2CCCCc2nn1CCN3CCOCC3;Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4CCN4CCOCC4)CCCC5)n3)cc2F)cn1;medium;cLogP;;3.18;
40;Chemistry 99;LogP;19;C;https://doi.org/10.1016/j.bmcl.2016.07.011;19;KA;[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3;C;23;[*]Nc1c2CCCCc2nn1CCO;Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4CCO)CCCC5)n3)cc2F)cn1;Good;cLogP;;2.8;
17;Chemistry 102;hERG;18;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01215;18;CM;[*]N1CCN(Cc2nc3c4cccc(OC)c4nc(N)n3n2)[C@H](C)C1;A;8e;[*]c1sc(C)nc1C;COc1cccc2c1nc(N)n1nc(CN3CCN(c4sc(C)nc4C)C[C@H]3C)nc21;Good;IC50;>;60;uM
17;Chemistry 103;hERG;18;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01215;18;CM;[*]N1CCN(Cc2nc3c4cccc(OC)c4nc(N)n3n2)[C@H](C)C1;B;8a;[*]c1ccc(F)cc1;COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccc(F)cc4)C[C@H]3C)nc21;bad;IC50;;1.55;uM
17;Chemistry 104;hERG;18;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01215;18;CM;[*]N1CCN(Cc2nc3c4cccc(OC)c4nc(N)n3n2)[C@H](C)C1;C;8b;[*]c1ccc(F)cn1;COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccc(F)cn4)C[C@H]3C)nc21;medium;IC50;;21.87;uM
36;Chemistry 106;hERG;18;C;https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01215;18;CM;[*]c1noc(n1)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N;A;17a;[*]c1ccccc1;Nc1c(-c2nc(-c3ccccc3)no2)nnn1Cc1ccc(CN2CCOCC2)cc1;?;IC50;ND;;uM / erreur
36;Chemistry 105;hERG;18;C;https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01215;18;CM;[*]c1noc(n1)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N;B;17g;[*]c1c(C)onc1C;Cc1noc(C)c1-c1noc(-c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)n1;bad;IC50;;6;uM / erreur
36;Chemistry 107;hERG;18;C;https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01215;18;CM;[*]c1noc(n1)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N;C;17b;[*]c1ccccc1OC;COc1ccccc1-c1noc(-c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)n1;Good;IC50;>;30;uM / erreur
29;Chemistry 110;Solubility;16;C;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;A;11;[*]c1ccc2nnc(Cl)n2n1;C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(Cl)n4n3)CC2)cc1;Low;sol;;63;uM
29;Chemistry 109;Solubility;16;C;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;B;12;[*]c1ccc2nnc(SC)n2n1;CSc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12;medium;sol;;660;uM
29;Chemistry 108;Solubility;16;C;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;C;13;[*]c1ccc2nnc(OC)n2n1;COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12;Good;sol;>;1600;uM
42;Chemistry 111;LogD;16;A;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;A;12;[*]c1ccc2nnc(SC)n2n1;CSc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12;Good;LogD7,4;;2.9;
42;Chemistry 112;LogD;16;A;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;B;11;[*]c1ccc2nnc(Cl)n2n1;C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(Cl)n4n3)CC2)cc1;low/med;LogD7,4;;3.1;
42;Chemistry 113;LogD;16;A;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;C;8;[*]c1ccc2nnc(n2n1)C(F)(F)F;C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1;medium;LogD7,4;>;4.2;
48;Chemistry 116;Solubility;16;C;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;A;8;[*]c1ccc2nnc(n2n1)C(F)(F)F;C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1;low;sol;;63;uM
48;Chemistry 115;Solubility;16;C;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;B;11;[*]c1ccc2nnc(Cl)n2n1;C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(Cl)n4n3)CC2)cc1;low;sol;;63;uM
48;Chemistry 114;Solubility;16;C;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]N1CCC(CC1)c2ccc(OCCN3CCN(C)C(=O)[C@H]3C)cc2;C;10;[*]c1ccc2nnc(C)n2n1;Cc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12;Good;sol;;670;uM
65;Chemistry 118;Solubility;16;B;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]CCOc1ccc(cc1)C2CCN(CC2)c3ccc4nnc(OC)n4n3;A;15;[*]N1CCN(C)C(=O)[C@@H]1C;COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@@H]5C)cc4)CC3)nn12;low/med;sol;;900;uM
65;Chemistry 117;Solubility;16;B;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]CCOc1ccc(cc1)C2CCN(CC2)c3ccc4nnc(OC)n4n3;B;13;[*]N1CCN(C)C(=O)[C@H]1C;COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12;Good;sol;>;1600;uM
65;Chemistry 119;Solubility;16;B;https://doi.org/10.1021/acs.jmedchem.6b00070;16;KA;[*]CCOc1ccc(cc1)C2CCN(CC2)c3ccc4nnc(OC)n4n3;C;17;[*]N1C[C@@H](C)N([C@@H](C)C1)C(=O)C;COc1nnc2ccc(N3CCC(c4ccc(OCCN5C[C@@H](C)N(C(C)=O)[C@@H](C)C5)cc4)CC3)nn12;Medium;sol;;280;uM
3;Chemistry 122;LogP;15;C;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;A;33;[*]c1ccc(cn1)N2CCCC2=O;CCCCN1CCc2ccc(Oc3ccc(N4CCCC4=O)cn3)cc2CC1;High;cLogP;;4.2;
3;Chemistry 121;LogP;15;C;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;B;10;[*]c1ccc(cn1)C(=O)NC;CCCCN1CCc2ccc(Oc3ccc(C(=O)NC)cn3)cc2CC1;Medium;cLogP;;3.1;
3;Chemistry 120;LogP;15;C;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;C;17;[*]c1ccc(nn1)C(=O)NC;CCCCN1CCc2ccc(Oc3ccc(C(=O)NC)nn3)cc2CC1;Good;cLogP;;2.3;
20;Chemistry 123;LogP;15;A;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;A;22;[*]c1ccc(cn1)c2oc(C)nn2;CCCCN1CCc2ccc(Oc3ccc(-c4nnc(C)o4)cn3)cc2CC1;Good;cLogP;;2.7;
20;Chemistry 124;LogP;15;A;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;B;23;[*]c1ccc(cn1)c2c(C)onc2C;CCCCN1CCc2ccc(Oc3ccc(-c4c(C)noc4C)cn3)cc2CC1;medium;cLogP;;3.7;
20;Chemistry 125;LogP;15;A;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;C;24;[*]c1ccc(cn1)n2cccn2;CCCCN1CCc2ccc(Oc3ccc(-n4cccn4)cn3)cc2CC1;Medium;cLogP;;4.3;
39;Chemistry 126;LogP;15;A;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;A;27;[*]c1ccc(cn1)N2CCOC2=O;CCCCN1CCc2ccc(Oc3ccc(N4CCOC4=O)cn3)cc2CC1;Good;cLogP;;2.7;
39;Chemistry 127;LogP;15;A;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;B;28;[*]c1ccc(cn1)N2CCN(C)C2=O;CCCCN1CCc2ccc(Oc3ccc(N4CCN(C)C4=O)cn3)cc2CC1;Medium;cLogP;;3.2;
39;Chemistry 128;LogP;15;A;http://dx.doi.org/10.1016/j.bmcl.2013.09.090;15;KA;[*]Oc1ccc2CCN(CCCC)CCc2c1;C;25;[*]c1ccc(cn1)c2ccn[nH]2;CCCCN1CCc2ccc(Oc3ccc(-c4ccn[nH]4)cn3)cc2CC1;medium;cLogP;;4.3;
8;Chemistry 137;Solubility;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14bis;CM;[*]c1ccc(cc1)C(=O)N2CCn3c(C2)nnc3c4ccccn4;A;17;[*]c1oc(C)cc1;Cc1ccc(-c2ccc(C(=O)N3CCn4c(nnc4-c4ccccn4)C3)cc2)o1;medium;Solubility;;71;uM
8;Chemistry 136;Solubility;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14bis;CM;[*]c1ccc(cc1)C(=O)N2CCn3c(C2)nnc3c4ccccn4;B;13;[*]c1ccc(Cl)cc1;O=C(c1ccc(-c2ccc(Cl)cc2)cc1)N1CCn2c(nnc2-c2ccccn2)C1;bad;Solubility;;5.3;uM
8;Chemistry 135;Solubility;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14bis;CM;[*]c1ccc(cc1)C(=O)N2CCn3c(C2)nnc3c4ccccn4;C;15;[*]Cc1ccccc1;O=C(c1ccc(Cc2ccccc2)cc1)N1CCn2c(nnc2-c2ccccn2)C1;Good;Solubility;;169;uM
25;Chemistry 140;Solubility;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14bis;CM;CC1N(CCN2C(-*)=NN=C12)C(=O)C1=CC=C(C=C1)C1=CC=CS1;A;37;[*]c1nc(C)cs1;Cc1csc(NN=C2C(C)N(C(=O)c3ccc(-c4cccs4)cc3)CCN2C)n1;medium;Solubility;;50;uM / erreur, structure non corrigée
25;Chemistry 139;Solubility;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14bis;CM;CC1N(CCN2C(-*)=NN=C12)C(=O)C1=CC=C(C=C1)C1=CC=CS1;B;3;[*]c1csc(n1)c2ccc(F)cc2F;CC1C(=NNc2csc(-c3ccc(F)cc3F)n2)N(C)CCN1C(=O)c1ccc(-c2cccs2)cc1;bad;Solubility;;0.4;uM / erreur, structure non corrigée
25;Chemistry 138;Solubility;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14bis;CM;CC1N(CCN2C(-*)=NN=C12)C(=O)C1=CC=C(C=C1)C1=CC=CS1;C;30;[*]c1cncc(C)n1;Cc1cncc(NN=C2C(C)N(C(=O)c3ccc(-c4cccs4)cc3)CCN2C)n1;Good;Solubility;;160;uM / erreur, structure corrigée
59;Chemistry 131;LogD;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14;CM;[*]c1nnc2[C@@H](C)N(CCn12)C(=O)c3ccc(F)cc3;A;16;[*]c1nc(ns1)C(F)(F)F;C[C@@H]1c2nnc(-c3nc(C(F)(F)F)ns3)n2CCN1C(=O)c1ccc(F)cc1;bad;logD7.4;;2.4;
59;Chemistry 130;LogD;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14;CM;[*]c1nnc2[C@@H](C)N(CCn12)C(=O)c3ccc(F)cc3;B;13;[*]c1ncns1;C[C@@H]1c2nnc(-c3ncns3)n2CCN1C(=O)c1ccc(F)cc1;medium;logD7.4;;1.1;
59;Chemistry 129;LogD;14;C;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14;CM;[*]c1nnc2[C@@H](C)N(CCn12)C(=O)c3ccc(F)cc3;C;9;[*]c1nnc(C)s1;Cc1nnc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)s1;Good;logD7.4;;0.8;
72;Chemistry 132;hERG;14;A;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14;CM;[*]c1nnc2[C@@H](C)N(CCn12)C(=O)c3ccc(F)cc3;A;3;[*]c1nc(C)ns1;Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1;Good;IC50;>;100;uM
72;Chemistry 133;hERG;14;A;https://pubs.acs.org/doi/10.1021/acsmedchemlett.5b00117;14;CM;[*]c1nnc2[C@@H](C)N(CCn12)C(=O)c3ccc(F)cc3;B;11;[*]c1onc(C)n1;Cc1noc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1;bad;IC50;;1.6;uM
