Chemist Level,Chemist,Question,Certitude,Slide_ID,Endpoint,ReferenceID,Correct_Answer,DOI,ID_Paper,Author,scaffold_smiles,ID_Sub_1,best_cpd_id,best_cpd_smiles,ID_Sub_2,cpd2,cpd2 level,cpd2_smiles,ID_sub_3,cpd 3,cpd3 level,cpd3_smiles,ID_Sub_3,total_smiles_1,total_smiles_2,total_smiles_3,total_inchikey_1,total_inchikey_2,total_inchikey_3,Answer
1,Chemist_12,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
4,Chemist_13,Answer Q38,3,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,A
1,Chemist_14,Answer Q38,2,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,B
4,Chemist_15,Answer Q38,2,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,B
5,Chemist_16,Answer Q38,5,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,B
1,Chemist_17,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,A
1,Chemist_18,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
3,Chemist_19,Answer Q38,3,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,B
2,Chemist_20,Answer Q38,2,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
3,Chemist_21,Answer Q38,4,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,B
1,Chemist_22,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
2,Chemist_23,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
2,Chemist_24,Answer Q38,3,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
2,Chemist_25,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
2,Chemist_26,Answer Q38,2,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,A
1,Chemist_27,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,C
1,Chemist_28,Answer Q38,1,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,B
1,Chemist_29,Answer Q38,2,38.0,LogP,19.0,B,https://doi.org/10.1016/j.bmcl.2016.07.011,19,KA,[*]c1nc(cs1)c2ccc(c(F)c2)n3cnc(C)c3,B,34,[*]Nc1cc(nn1CC)C(F)(F)F,A,37,medium,[*]Nc1cc(nn1CC(F)(F)F)C(F)(F)F, ,36,medium/high,[*]Nc1cc(nn1CC(F)(F)F)C(C)(C)C,C,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(F)(F)F)nn4CC(F)(F)F)n3)cc2F)cn1,Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4CC(F)(F)F)n3)cc2F)cn1,JYVPKNQECOIZTQ-UHFFFAOYSA-N,KHKKPDMEQCQQKW-UHFFFAOYSA-N,JSMAYSMMXGJWGO-UHFFFAOYSA-N,A
